statenum,casenum,vnumber,crashtype,dridistract,dridistract,driavoidmanvr,drivisobs
48,604,1,52,0,0,98,0
48,604,2,52,0,0,98,0
48,605,1,13,0,0,98,0
48,606,1,25,0,0,98,0
48,606,2,24,98,98,0,0
48,607,1,52,0,0,92,0
48,607,2,52,0,0,98,0
48,608,1,24,93,93,98,0
48,608,2,25,0,0,98,0
48,608,3,98,0,0,98,0
48,608,4,98,0,0,98,0
48,609,1,6,0,0,98,0
48,610,1,13,0,0,98,0
48,610,2,98,0,0,98,0
48,611,1,2,0,0,98,0
48,612,1,13,0,0,98,0
48,613,1,2,93,93,98,0
48,614,1,1,0,0,98,0
48,615,1,86,0,0,98,0
48,615,2,87,0,0,98,0
48,616,1,2,0,0,98,0
48,617,1,2,0,0,4,0
48,617,2,98,0,0,98,0
48,618,1,98,0,0,98,0
48,619,1,13,0,0,98,0
48,620,1,82,0,0,0,0
48,620,2,83,0,0,98,0
48,621,1,2,0,0,98,0
48,622,1,24,0,0,98,0
48,622,2,27,0,0,98,0
48,624,1,13,0,0,0,0
48,625,1,7,0,0,98,0
48,626,1,11,0,0,98,0
48,627,1,13,0,0,5,0
48,628,1,13,0,0,0,98
48,629,1,2,0,0,98,0
48,630,1,7,0,0,98,0
48,632,1,28,0,0,0,0
48,632,2,29,0,0,98,0
48,632,3,98,0,0,98,0
48,633,1,29,0,0,98,0
48,633,2,28,0,0,4,0
48,634,1,1,0,0,98,0
48,635,1,64,0,0,98,0
48,635,2,65,0,0,4,0
48,635,3,98,0,0,4,0
48,636,1,82,0,0,98,0
48,636,2,83,0,0,4,0
48,637,1,99,0,0,98,0
48,637,2,99,0,0,0,0
48,637,3,98,0,0,0,0
48,637,4,98,0,0,0,0
48,637,5,98,0,0,0,0
48,637,6,98,0,0,98,0
48,638,1,29,0,0,98,0
48,638,2,28,93,93,98,0
48,639,1,11,0,0,0,0
48,640,1,45,0,0,98,0
48,640,2,44,0,0,98,0
48,640,3,98,0,0,4,0
48,641,1,6,0,0,98,0
48,642,1,68,0,0,98,0
48,642,2,69,0,0,98,0
48,642,3,98,0,0,98,0
48,643,1,6,93,93,98,0
48,644,1,7,0,0,92,0
48,645,1,1,0,0,98,0
48,646,1,14,0,0,98,0
48,647,1,6,0,0,98,0
48,648,1,1,93,93,98,0
48,649,1,2,0,0,98,0
48,650,1,6,0,0,98,0
48,651,1,13,0,0,98,0
48,653,1,2,0,0,98,0
48,654,1,89,0,0,98,0
48,654,2,88,0,0,98,0
48,654,3,98,0,0,98,0
48,654,4,98,0,0,98,0
48,654,5,98,0,0,98,0
48,655,1,50,0,0,98,0
48,655,2,51,0,0,98,0
48,656,1,6,0,0,98,0
48,656,2,98,0,0,98,0
48,657,1,68,0,0,98,0
48,657,2,69,0,0,98,0
48,658,1,6,0,0,98,0
48,660,1,1,0,0,98,0
48,662,1,99,0,0,98,0
48,662,2,99,0,0,98,0
48,663,1,89,0,0,98,0
48,663,2,88,0,0,98,0
48,664,1,13,99,99,99,97
48,665,1,1,0,0,98,0
48,666,1,98,0,0,98,0
48,667,1,13,0,0,0,0
48,667,2,98,16,16,95,95
48,668,1,13,0,0,0,0
48,669,1,64,0,0,98,0
48,669,2,65,0,0,4,0
48,670,1,24,0,0,98,0
48,670,2,25,0,0,98,0
48,671,1,28,14,14,0,0
48,671,2,29,0,0,0,0
48,671,3,98,0,0,98,0
48,672,1,0,0,0,98,0
48,673,1,1,0,0,92,0
48,674,1,52,0,0,98,0
48,674,2,52,0,0,98,0
48,675,1,46,0,0,98,0
48,675,2,45,0,0,98,0
48,676,1,0,0,0,0,0
48,677,1,6,0,0,98,0
48,678,1,64,93,93,0,0
48,678,2,65,0,0,98,0
48,679,1,6,0,0,98,0
48,680,1,13,0,0,98,0
48,682,1,6,0,0,98,0
48,683,1,20,0,0,0,0
48,683,2,21,0,0,98,0
48,683,3,98,0,0,98,0
48,683,4,98,0,0,98,0
48,683,5,98,0,0,98,0
48,684,1,6,0,0,98,0
48,685,1,48,0,0,98,0
48,685,2,48,0,0,98,0
48,685,3,98,0,0,98,0
48,686,1,13,0,0,5,0
48,687,1,7,0,0,98,0
48,687,2,98,0,0,0,0
48,688,1,13,99,99,99,99
48,689,1,84,0,0,98,0
48,689,2,84,0,0,98,0
48,690,1,6,5,5,98,0
48,691,1,6,0,0,98,0
48,692,1,0,0,0,0,0
48,693,1,90,0,0,98,0
48,693,2,90,0,0,98,0
48,694,1,32,0,0,98,0
48,694,2,32,16,16,95,95
48,695,1,6,0,0,98,0
48,696,1,21,0,0,0,0
48,696,2,20,0,0,0,0
48,696,3,98,16,16,95,95
48,697,1,24,0,0,98,0
48,697,2,25,0,0,98,0
48,699,1,98,0,0,98,0
48,699,2,98,0,0,98,0
48,700,1,2,0,0,98,0
48,701,1,1,0,0,98,0
48,702,1,13,0,0,98,0
48,703,1,2,0,0,92,0
48,704,1,11,93,93,98,0
48,705,1,6,0,0,98,0
48,706,1,6,0,0,98,0
48,707,1,2,0,0,92,0
48,708,1,6,0,0,92,0
48,709,1,98,0,0,98,0
48,709,2,98,0,0,98,0
48,710,1,98,0,0,98,0
48,710,2,98,0,0,4,0
48,712,1,1,0,0,98,0
48,713,1,6,0,0,0,0
48,714,1,65,0,0,98,0
48,714,2,64,0,0,98,0
48,715,1,48,0,0,4,0
48,715,2,48,0,0,98,0
48,716,1,2,0,0,98,0
48,717,1,1,0,0,98,0
48,718,1,13,0,0,5,0
48,719,1,13,0,0,98,0
48,720,1,13,93,93,98,0
48,721,1,50,93,93,98,0
48,721,2,51,0,0,98,0
48,722,1,64,0,0,98,0
48,722,2,65,0,0,98,0
48,723,1,13,0,0,98,0
48,724,1,7,0,0,98,0
48,725,1,24,0,0,98,0
48,725,2,25,0,0,98,0
48,725,3,98,0,0,98,0
48,725,4,98,0,0,98,0
48,725,5,98,0,0,98,0
48,726,1,6,0,0,98,0
48,727,1,7,0,0,4,0
48,728,1,50,0,0,98,0
48,728,2,51,0,0,98,0
48,729,1,43,0,0,98,0
48,729,2,43,0,0,98,0
48,730,1,98,0,0,98,0
48,730,2,98,15,15,98,0
48,731,1,13,0,0,98,0
48,731,2,98,0,0,98,0
48,731,3,98,0,0,98,0
48,732,1,21,0,0,0,0
48,732,2,20,0,0,98,0
48,733,1,28,0,0,98,0
48,733,2,29,0,0,92,0
48,734,1,13,0,0,98,0
48,735,1,2,0,0,98,0
48,736,1,13,0,0,98,0
48,737,1,52,0,0,98,0
48,737,2,52,0,0,98,0
48,737,3,98,0,0,98,0
48,738,1,98,0,0,0,0
48,738,2,98,0,0,98,0
48,739,1,50,0,0,98,0
48,739,2,51,0,0,98,0
48,740,1,68,0,0,98,0
48,740,2,69,0,0,0,0
48,741,1,11,0,0,98,0
48,742,1,1,0,0,98,0
48,743,1,1,0,0,98,0
48,744,1,84,93,93,0,0
48,744,2,84,0,0,0,0
48,745,1,50,0,0,98,0
48,745,2,51,0,0,98,0
48,746,1,7,0,0,98,0
48,747,1,0,0,0,98,0
48,748,1,13,0,0,92,0
48,749,1,13,0,0,98,0
48,750,1,50,0,0,98,0
48,750,2,51,0,0,98,0
48,751,1,83,0,0,98,0
48,751,2,82,0,0,98,0
48,752,1,1,0,0,98,0
48,753,1,69,0,0,98,0
48,753,2,68,0,0,98,0
48,754,1,6,0,0,98,0
48,754,2,98,0,0,98,0
48,754,3,98,0,0,98,0
48,755,1,64,0,0,98,0
48,755,2,65,0,0,98,0
48,756,1,9,0,0,98,0
48,757,1,2,0,0,98,0
48,758,1,7,0,0,98,0
48,759,1,2,0,0,98,0
48,760,1,68,0,0,98,0
48,760,2,69,0,0,98,0
48,760,3,98,0,0,0,0
48,762,1,6,0,0,98,0
48,763,1,7,0,0,98,0
48,763,2,98,0,0,98,0
48,764,1,98,0,0,98,0
48,764,2,98,16,16,95,95
48,764,3,13,0,0,98,0
48,765,1,88,0,0,98,0
48,765,2,89,0,0,4,0
48,766,1,13,0,0,98,0
48,767,1,51,0,0,98,0
48,767,2,50,0,0,98,0
48,768,1,2,0,0,98,0
48,769,1,50,0,0,98,0
48,769,2,51,0,0,98,0
48,770,1,20,0,0,98,0
48,770,2,22,0,0,0,0
48,771,1,1,0,0,98,0
48,772,1,13,0,0,0,0
48,773,1,98,0,0,92,0
48,774,1,13,0,0,98,0
48,775,1,7,15,15,98,0
48,776,1,1,0,0,98,0
48,777,1,68,0,0,98,0
48,777,2,69,0,0,4,0
48,778,1,13,0,0,98,0
48,779,1,13,0,0,98,0
48,780,1,6,0,0,98,0
48,781,1,7,0,0,98,0
48,782,1,88,93,93,98,0
48,782,2,89,0,0,98,0
48,783,1,1,0,0,98,0
48,784,1,13,0,0,98,0
48,785,1,24,0,0,98,0
48,785,2,25,0,0,0,0
48,786,1,66,0,0,4,0
48,786,2,66,0,0,98,0
48,787,1,2,0,0,92,0
48,788,1,7,0,0,98,0
48,789,1,98,0,0,98,0
48,789,2,98,0,0,0,0
48,790,1,6,0,0,98,0
48,791,1,52,0,0,98,0
48,791,2,52,0,0,4,0
48,791,3,98,0,0,0,0
48,792,1,89,0,0,98,0
48,792,2,88,0,0,98,0
48,793,1,24,93,93,98,0
48,793,2,25,0,0,0,0
48,794,1,68,0,0,98,0
48,794,2,69,0,0,98,0
48,795,1,13,0,0,0,0
48,796,1,68,0,0,98,0
48,796,2,69,0,0,98,0
48,797,1,1,0,0,98,0
48,798,1,28,0,0,98,0
48,798,2,29,0,0,98,0
48,799,1,13,0,0,98,0
48,800,1,68,0,0,98,0
48,800,2,69,0,0,98,0
48,801,1,66,0,0,98,0
48,801,2,66,0,0,98,0
48,802,1,2,0,0,98,0
48,804,1,2,92,92,98,0
48,806,1,13,0,0,98,0
48,807,1,1,0,0,98,0
48,807,2,98,0,0,98,0
48,808,1,69,0,0,98,0
48,808,2,68,0,0,98,0
48,808,4,98,0,0,98,0
48,809,1,2,0,0,98,0
48,810,1,13,99,99,99,99
48,811,1,79,0,0,98,0
48,811,2,78,0,0,98,0
48,812,1,52,0,0,98,0
48,812,2,52,0,0,98,0
48,813,1,2,0,0,98,0
48,814,1,7,0,0,98,0
48,815,1,7,0,0,98,0
48,816,1,20,0,0,98,0
48,816,2,22,0,0,0,0
48,817,1,86,0,0,98,0
48,817,2,87,0,0,98,0
48,818,1,6,0,0,98,0
48,819,1,13,0,0,98,0
48,820,1,13,0,0,98,0
48,821,1,7,0,0,98,0
48,822,1,13,0,0,98,0
48,822,2,98,0,0,98,0
48,823,1,68,0,0,98,0
48,823,2,69,0,0,98,0
48,824,1,1,12,12,98,0
48,825,1,82,0,0,98,0
48,825,2,83,0,0,4,0
48,826,1,21,0,0,0,0
48,826,2,20,0,0,4,0
48,827,1,2,0,0,98,0
48,828,1,89,93,93,98,0
48,828,2,88,0,0,98,0
48,829,1,50,0,0,98,0
48,829,2,51,0,0,98,0
48,830,1,88,0,0,4,0
48,830,2,89,0,0,98,0
48,830,3,98,0,0,98,0
48,831,1,1,0,0,98,0
48,832,1,13,0,0,98,0
48,833,1,82,0,0,98,0
48,833,2,83,0,0,98,0
48,834,1,1,0,0,98,0
48,835,1,1,0,0,98,0
48,836,1,47,0,0,4,0
48,836,2,45,0,0,98,0
48,836,3,98,0,0,98,0
48,837,1,50,0,0,98,2
48,837,2,51,0,0,98,0
48,838,1,89,0,0,98,0
48,838,2,88,0,0,98,0
48,839,1,7,0,0,98,0
48,840,1,6,0,0,98,0
48,840,2,98,0,0,0,0
48,841,1,1,0,0,98,0
48,842,1,82,0,0,0,0
48,842,2,83,0,0,0,0
48,843,1,6,0,0,98,0
48,844,1,13,0,0,98,0
48,845,1,1,0,0,98,0
48,846,1,13,0,0,98,0
48,847,1,13,93,93,5,0
48,849,1,89,0,0,98,0
48,849,2,88,0,0,98,0
48,849,3,98,0,0,0,0
48,849,4,98,0,0,0,0
48,850,1,50,0,0,98,0
48,850,2,51,0,0,98,0
48,851,1,6,0,0,98,0
48,852,1,1,0,0,0,0
48,853,1,1,0,0,98,0
48,854,1,64,0,0,98,0
48,854,2,65,0,0,98,0
48,855,1,50,0,0,98,0
48,855,2,51,0,0,98,0
48,857,1,13,0,0,98,0
48,858,1,13,0,0,98,0
48,859,1,88,93,93,98,0
48,859,2,89,0,0,98,0
48,860,1,1,0,0,98,0
48,860,2,98,0,0,0,0
48,860,3,98,0,0,98,0
48,861,1,1,0,0,98,0
48,862,1,13,0,0,98,0
48,862,2,98,99,99,99,99
48,863,1,1,0,0,98,0
48,864,1,1,0,0,98,0
48,865,1,88,0,0,98,0
48,865,2,89,0,0,98,0
48,866,1,6,0,0,98,0
48,867,1,50,0,0,98,0
48,867,2,51,0,0,98,0
48,868,1,52,0,0,98,0
48,868,2,52,0,0,98,0
48,868,3,98,0,0,98,0
48,870,1,13,0,0,5,0
48,870,2,98,0,0,5,0
48,871,1,86,0,0,98,0
48,871,2,87,0,0,98,0
48,872,1,50,0,0,98,0
48,872,2,51,0,0,4,0
48,873,1,6,0,0,98,0
48,874,1,82,1,1,0,6
48,874,2,83,0,0,4,6
48,875,1,98,0,0,98,0
48,875,2,98,0,0,98,0
48,876,1,1,0,0,0,0
48,877,1,13,0,0,0,0
48,878,1,52,0,0,98,0
48,878,2,52,0,0,98,0
48,879,1,13,0,0,98,0
48,879,2,98,99,99,99,99
48,879,3,98,99,99,99,99
48,880,1,20,98,98,0,0
48,880,2,21,0,0,0,0
48,880,3,98,0,0,0,0
48,881,1,24,0,0,98,0
48,881,2,25,0,0,98,0
48,883,1,50,15,15,98,0
48,883,2,51,0,0,98,0
48,884,1,2,0,0,98,0
48,885,1,13,99,99,99,99
48,886,1,52,0,0,4,0
48,886,2,52,0,0,4,0
48,887,1,0,0,0,98,0
48,888,1,83,0,0,98,0
48,888,2,82,93,93,98,0
48,889,1,89,93,93,0,0
48,889,2,88,0,0,98,0
48,890,1,7,0,0,98,0
48,891,1,68,0,0,98,0
48,891,2,69,0,0,98,0
48,892,1,83,0,0,98,0
48,892,2,82,0,0,98,0
48,893,1,2,0,0,98,0
48,894,1,13,0,0,98,0
48,895,1,50,0,0,98,0
48,895,2,51,0,0,98,0
48,896,1,88,0,0,98,0
48,896,2,89,93,93,98,0
48,897,1,6,93,93,98,0
48,898,1,6,0,0,98,0
48,899,1,2,0,0,98,0
48,900,1,6,0,0,98,0
48,901,1,1,93,93,98,0
48,902,1,13,99,99,99,99
48,903,1,82,0,0,98,0
48,903,2,83,0,0,98,0
48,904,1,66,0,0,98,0
48,904,2,66,0,0,98,0
48,905,1,66,0,0,98,0
48,905,2,66,0,0,98,0
48,906,1,13,99,99,99,0
48,907,1,6,0,0,98,0
48,908,1,50,0,0,98,0
48,908,2,51,0,0,4,0
48,909,1,98,0,0,98,0
48,909,2,98,0,0,0,0
48,910,1,13,0,0,98,99
48,911,1,52,0,0,4,0
48,911,2,52,93,93,4,0
48,912,1,68,0,0,98,0
48,912,2,69,12,13,98,0
48,913,1,13,0,0,98,0
48,914,1,88,0,0,4,0
48,914,2,89,0,0,98,0
48,915,1,6,0,0,98,0
48,916,1,88,0,0,98,0
48,916,2,89,0,0,98,0
48,917,1,6,0,0,98,0
48,918,1,2,0,0,98,0
48,919,1,7,0,0,98,0
48,920,1,13,99,99,99,99
48,921,1,0,0,0,98,0
48,922,1,6,0,0,98,0
48,923,1,50,0,0,98,0
48,923,2,51,0,0,98,0
48,924,1,82,93,93,98,0
48,924,2,83,0,0,98,0
48,925,1,68,0,0,98,0
48,925,2,69,0,0,98,0
48,926,1,0,0,0,98,0
48,927,1,13,0,0,2,0
48,928,1,6,0,0,98,0
48,929,1,83,0,0,98,1
48,929,2,82,0,0,98,1
48,929,3,98,0,0,98,1
48,929,4,98,0,0,4,1
48,930,1,24,0,0,98,0
48,930,2,25,0,0,98,0
48,931,1,7,0,0,98,0
48,932,1,98,0,0,98,0
48,932,2,98,0,0,4,0
48,933,1,50,0,0,4,0
48,933,2,51,0,0,4,0
48,934,1,2,0,0,98,0
48,935,1,68,0,0,98,0
48,935,2,69,0,0,98,0
48,936,1,6,99,99,99,99
48,937,1,32,0,0,98,0
48,937,2,32,0,0,98,0
48,937,3,98,0,0,98,0
48,939,1,89,0,0,98,0
48,939,2,88,0,0,98,0
48,940,1,13,0,0,98,0
48,941,1,20,0,0,98,0
48,941,2,21,0,0,0,0
48,941,3,98,0,0,0,0
48,941,4,98,0,0,0,0
48,942,1,24,0,0,0,0
48,942,2,25,0,0,0,0
48,942,3,98,0,0,98,0
48,943,1,1,0,0,98,0
48,944,1,25,0,0,0,0
48,944,2,24,0,0,4,0
48,945,1,98,0,0,98,0
48,946,1,6,0,0,98,0
48,947,1,20,0,0,98,0
48,947,2,21,0,0,0,0
48,947,3,98,0,0,0,0
48,948,1,24,0,0,98,0
48,948,2,25,0,0,98,0
48,948,3,98,0,0,98,0
48,949,1,66,0,0,98,0
48,949,2,66,0,0,98,0
48,949,3,98,0,0,98,0
48,950,1,13,0,0,98,0
48,951,1,0,0,0,98,0
48,952,1,69,0,0,98,0
48,952,2,68,0,0,98,0
48,952,3,98,0,0,0,0
48,952,4,98,0,0,0,0
48,953,1,82,0,0,98,0
48,953,2,83,0,0,98,0
48,954,1,12,0,0,98,1
48,955,1,20,0,0,98,0
48,955,2,21,0,0,0,0
48,956,1,2,0,0,98,0
48,957,1,52,0,0,98,0
48,957,2,52,0,0,98,0
48,958,1,24,0,0,98,0
48,958,2,25,0,0,98,0
48,959,1,7,0,0,98,0
48,960,1,50,0,0,98,0
48,960,2,51,0,0,98,0
48,961,1,64,0,0,98,0
48,961,2,65,0,0,98,0
48,963,1,6,0,0,98,0
48,964,1,64,0,0,98,0
48,964,2,65,0,0,4,0
48,965,1,13,0,0,98,0
48,965,2,98,0,0,98,0
48,966,1,50,0,0,98,0
48,966,2,51,0,0,98,0
48,967,1,7,0,0,98,0
48,968,1,1,0,0,98,0
48,969,1,98,0,0,0,0
48,969,2,0,0,0,98,6
48,970,1,2,0,0,98,0
48,971,1,14,0,0,0,0
48,972,1,6,0,0,98,0
48,973,1,98,0,0,0,0
48,974,1,6,0,0,98,1
48,975,1,52,0,0,98,0
48,975,2,52,0,0,98,0
48,976,1,13,0,0,5,0
48,977,1,2,0,0,98,0
48,978,1,11,0,0,98,0
48,979,1,68,93,93,98,0
48,979,2,69,0,0,98,0
48,981,1,13,0,0,98,6
48,982,1,46,93,93,4,0
48,982,2,98,0,0,98,0
48,982,3,45,0,0,98,0
48,983,1,24,0,0,98,0
48,983,2,25,0,0,98,0
48,983,3,98,0,0,98,0
48,984,1,88,0,0,98,0
48,984,2,89,0,0,98,0
48,985,1,89,0,0,98,0
48,985,2,88,0,0,98,0
48,986,1,21,0,0,0,0
48,986,2,20,0,0,98,0
48,987,1,0,0,0,0,0
48,988,1,89,0,0,98,0
48,988,2,88,0,0,98,0
48,989,1,6,0,0,98,0
48,990,1,84,0,0,98,0
48,990,2,84,0,0,98,0
48,991,1,58,0,0,98,0
48,991,2,59,0,0,98,0
48,992,1,13,0,0,98,0
48,993,1,98,0,0,0,0
48,993,2,1,0,0,98,0
48,994,1,74,0,0,98,0
48,994,2,74,0,0,98,0
48,995,1,24,0,0,98,0
48,995,2,25,0,0,98,0
48,995,3,98,0,0,0,0
48,995,4,98,0,0,98,0
48,995,5,98,0,0,98,0
48,996,1,20,0,0,4,0
48,996,2,21,0,0,0,0
48,997,1,48,0,0,98,0
48,997,2,48,0,0,98,0
48,997,3,98,0,0,0,0
48,997,4,98,0,0,0,0
48,997,5,98,0,0,0,0
48,997,6,98,0,0,0,0
48,997,7,98,0,0,0,0
48,998,1,1,0,0,98,0
48,999,1,7,0,0,98,0
48,1000,1,9,0,0,98,0
48,1001,1,13,0,0,98,0
48,1002,1,13,0,0,98,0
48,1003,1,48,17,17,98,0
48,1003,2,48,0,0,98,0
48,1004,1,13,0,0,0,0
48,1005,1,32,0,0,98,0
48,1005,2,32,0,0,98,0
48,1006,1,98,0,0,98,0
48,1007,1,99,0,0,98,0
48,1007,2,99,0,0,98,0
48,1008,1,12,0,0,98,0
48,1009,1,2,0,0,98,0
48,1010,1,2,0,0,98,0
48,1011,1,2,0,0,98,0
48,1012,1,7,0,0,98,0
48,1014,1,77,0,0,98,0
48,1014,2,76,0,0,98,0
48,1015,1,13,99,99,99,99
48,1016,1,1,0,0,98,0
48,1017,1,6,0,0,98,0
48,1018,1,82,0,0,98,0
48,1018,2,83,0,0,98,0
48,1019,1,69,0,0,98,0
48,1019,2,68,0,0,98,0
48,1020,1,50,0,0,98,0
48,1020,2,51,0,0,4,0
48,1020,3,98,0,0,4,0
48,1021,1,68,0,0,98,0
48,1021,2,69,0,0,98,0
48,1022,1,68,0,0,98,0
48,1022,2,69,0,0,92,0
48,1023,1,45,0,0,98,0
48,1023,2,44,0,0,98,0
48,1024,1,89,0,0,98,0
48,1024,2,88,0,0,98,0
48,1025,1,88,0,0,98,0
48,1025,2,89,0,0,98,0
48,1026,1,6,0,0,98,0
48,1027,1,13,0,0,0,0
48,1028,1,1,0,0,98,0
48,1029,1,13,0,0,98,0
48,1030,1,6,0,0,98,0
48,1031,1,32,0,0,4,0
48,1031,2,32,93,93,98,0
48,1032,1,13,0,0,98,0
48,1033,1,6,15,15,92,0
48,1034,1,13,0,0,98,0
48,1035,1,13,0,0,98,0
48,1036,1,1,0,0,98,0
48,1037,1,6,0,0,98,0
48,1038,1,13,0,0,98,5
48,1039,1,88,0,0,98,0
48,1039,2,89,0,0,98,0
48,1040,1,2,0,0,98,0
48,1041,1,86,0,0,98,0
48,1041,2,87,0,0,0,0
48,1042,1,20,0,0,98,0
48,1042,2,21,0,0,98,0
48,1042,3,98,0,0,98,0
48,1043,1,11,3,3,0,0
48,1044,1,13,0,0,98,0
48,1045,1,25,0,0,98,0
48,1045,2,24,93,93,0,0
48,1046,1,52,0,0,4,98
48,1046,2,52,0,0,4,0
48,1047,1,21,0,0,0,0
48,1047,2,20,0,0,0,0
48,1048,1,15,0,0,98,0
48,1049,1,62,0,0,98,0
48,1049,2,62,0,0,98,0
48,1050,1,98,0,0,98,0
48,1051,1,13,0,0,0,0
48,1052,1,88,0,0,98,0
48,1052,2,89,0,0,98,0
48,1053,1,48,0,0,98,0
48,1053,2,48,0,0,98,0
48,1055,1,24,0,0,98,0
48,1055,2,25,0,0,98,0
48,1056,1,6,0,0,98,0
48,1057,1,66,0,0,98,0
48,1057,2,66,0,0,0,0
48,1058,1,52,0,0,98,0
48,1058,2,52,0,0,98,0
48,1059,1,2,0,0,98,0
48,1060,1,1,0,0,98,0
48,1061,1,1,0,0,98,0
48,1062,1,52,0,0,98,0
48,1062,2,52,0,0,4,0
48,1063,1,7,0,0,98,0
48,1064,1,50,0,0,98,0
48,1064,2,51,0,0,98,0
48,1065,1,13,0,0,98,0
48,1066,1,7,0,0,98,0
48,1067,1,82,0,0,98,0
48,1067,2,83,0,0,98,0
48,1067,3,98,0,0,98,0
48,1068,1,24,0,0,98,0
48,1068,2,25,0,0,98,0
48,1070,1,89,0,0,98,0
48,1070,2,88,0,0,98,2
48,1071,1,13,0,0,98,0
48,1072,1,6,0,0,98,0
48,1073,1,68,0,0,98,0
48,1073,2,69,0,0,98,0
48,1074,1,13,99,99,99,99
48,1075,1,50,0,0,98,0
48,1075,2,51,0,0,4,0
48,1075,3,98,0,0,4,0
48,1076,1,98,0,0,98,0
48,1078,1,20,93,93,98,0
48,1078,2,21,0,0,0,0
48,1078,3,98,0,0,0,0
48,1079,1,24,0,0,98,0
48,1079,2,25,0,0,98,0
48,1081,1,1,0,0,98,0
48,1082,1,13,0,0,98,0
48,1083,1,1,0,0,98,0
48,1084,1,3,0,0,92,0
48,1085,1,69,0,0,98,0
48,1085,2,68,0,0,98,0
48,1086,1,13,0,0,0,0
48,1087,1,1,92,92,98,0
48,1088,1,83,0,0,98,0
48,1088,2,82,0,0,98,0
48,1089,1,6,0,0,98,0
48,1090,1,13,0,0,0,0
48,1091,1,1,0,0,98,0
48,1092,1,6,0,0,98,0
48,1093,1,24,0,0,98,0
48,1093,2,25,0,0,98,0
48,1094,1,68,0,0,98,0
48,1094,2,69,0,0,98,0
48,1095,1,13,0,0,5,0
48,1096,1,13,0,0,98,0
48,1096,2,98,0,0,0,0
48,1097,1,51,0,0,4,0
48,1097,2,50,0,0,98,0
48,1098,1,32,0,0,98,0
48,1098,2,32,0,0,0,0
48,1099,1,13,0,0,0,0
48,1100,1,52,0,0,0,0
48,1100,2,52,0,0,98,0
48,1102,1,6,0,0,98,0
48,1103,1,28,0,0,98,0
48,1103,2,29,0,0,98,0
48,1104,1,13,0,0,98,0
48,1105,1,6,0,0,98,0
48,1106,1,52,0,0,98,0
48,1106,2,52,0,0,98,0
48,1107,1,98,0,0,4,0
48,1107,2,98,0,0,4,0
48,1108,1,48,0,0,1,0
48,1108,2,98,0,0,4,0
48,1108,3,48,0,0,98,0
48,1109,1,2,0,0,98,0
48,1110,1,13,0,0,0,2
48,1111,1,51,0,0,98,0
48,1111,2,50,93,93,98,0
48,1112,1,6,0,0,3,0
48,1113,1,64,93,93,98,0
48,1113,2,65,0,0,98,0
48,1113,3,98,0,0,98,0
48,1114,1,13,0,0,98,0
48,1116,1,72,93,93,98,0
48,1116,2,73,0,0,98,0
48,1117,1,1,0,0,92,0
48,1118,1,6,0,0,98,0
48,1119,1,1,92,92,98,0
48,1120,1,13,0,0,98,0
48,1121,1,13,92,92,98,0
48,1122,1,2,0,0,98,0
48,1123,1,6,0,0,98,0
48,1124,1,6,0,0,98,0
48,1125,1,50,0,0,98,0
48,1125,2,51,0,0,98,0
48,1128,1,24,12,12,0,0
48,1128,2,25,0,0,98,0
48,1129,1,21,0,0,98,0
48,1129,2,20,93,93,98,0
48,1130,1,87,0,0,98,0
48,1130,2,86,0,0,4,0
48,1131,1,69,0,0,98,0
48,1131,2,68,0,0,98,0
48,1132,1,69,0,0,98,0
48,1132,2,68,93,93,98,0
48,1133,1,50,0,0,98,0
48,1133,2,51,0,0,98,0
48,1134,1,7,0,0,98,0
48,1135,1,68,1,1,98,0
48,1135,2,69,0,0,98,0
48,1136,1,89,0,0,98,0
48,1136,2,88,0,0,98,0
48,1136,3,98,0,0,98,0
48,1137,1,7,0,0,98,0
48,1138,1,50,0,0,0,0
48,1138,2,51,0,0,98,0
48,1139,1,98,0,0,98,0
48,1139,2,98,0,0,98,0
48,1139,3,98,0,0,98,0
48,1140,1,1,0,0,0,0
48,1141,1,13,0,0,0,0
48,1142,1,88,0,0,98,0
48,1142,2,89,0,0,98,0
48,1143,1,82,0,0,98,0
48,1143,2,83,0,0,98,0
48,1144,1,51,0,0,98,0
48,1144,2,50,0,0,98,0
48,1145,1,20,0,0,98,0
48,1145,2,21,0,0,0,0
48,1146,1,13,0,0,0,3
48,1147,1,13,0,0,98,0
48,1148,1,20,0,0,98,0
48,1148,2,21,0,0,0,0
48,1148,3,98,0,0,4,0
48,1149,1,13,0,0,98,0
48,1150,1,51,0,0,98,0
48,1150,2,50,0,0,98,0
48,1151,1,11,0,0,98,0
48,1152,1,2,0,0,98,0
48,1153,1,7,0,0,98,0
48,1154,1,13,0,0,98,0
48,1155,1,6,0,0,98,0
48,1156,1,98,0,0,98,0
48,1157,1,64,0,0,98,0
48,1157,2,65,0,0,98,0
48,1158,1,11,0,0,98,0
48,1159,1,49,0,0,98,0
48,1159,2,49,0,0,98,0
48,1159,3,98,0,0,98,0
48,1160,1,98,0,0,98,0
48,1161,1,6,0,0,98,0
48,1162,1,24,0,0,98,0
48,1162,2,25,0,0,98,0
48,1163,1,84,0,0,98,0
48,1163,2,84,16,16,95,95
48,1164,1,64,0,0,98,0
48,1164,2,65,0,0,98,0
48,1164,3,98,0,0,98,0
48,1165,1,1,0,0,98,0
48,1166,1,13,0,0,98,0
